The cumulative induced charge.
Time [ns],Total Prompt [fC],Total Delayed [fC], Total Charge [fC]
0,5.827324381679166681e-10,0,5.827324381679166681e-10
0.4537217306690162211,5.827324381679166681e-10,0,5.827324381679166681e-10
0.9074434613380324421,5.827324381679166681e-10,0,5.827324381679166681e-10
1.361165192007048663,5.827324381679166681e-10,0,5.827324381679166681e-10
1.814886922676064884,5.827324381679166681e-10,0,5.827324381679166681e-10
2.268608653345081105,5.827324381679166681e-10,0,5.827324381679166681e-10
2.722330384014097326,5.827324381679166681e-10,0,5.827324381679166681e-10
3.176052114683113547,5.827324381679166681e-10,0,5.827324381679166681e-10
3.629773845352129769,5.827324381679166681e-10,0,5.827324381679166681e-10
4.083495576021146434,5.827324381679166681e-10,0,5.827324381679166681e-10
4.537217306690162211,5.827324381679166681e-10,0,5.827324381679166681e-10
4.990939037359177988,5.827324381679166681e-10,0,5.827324381679166681e-10
5.444660768028194653,5.827324381679166681e-10,0,5.827324381679166681e-10
5.898382498697211318,5.827324381679166681e-10,0,5.827324381679166681e-10
6.352104229366227095,5.827324381679166681e-10,0,5.827324381679166681e-10
6.805825960035242872,5.827324381679166681e-10,0,5.827324381679166681e-10
7.259547690704259537,5.827324381679166681e-10,0,5.827324381679166681e-10
7.713269421373276202,5.827324381679166681e-10,0,5.827324381679166681e-10
8.166991152042292867,5.827324381679166681e-10,0,5.827324381679166681e-10
8.620712882711307756,5.827324381679166681e-10,0,5.827324381679166681e-10
9.074434613380324421,5.827324381679166681e-10,0,5.827324381679166681e-10
9.528156344049341087,5.827324381679166681e-10,0,5.827324381679166681e-10
9.981878074718355975,5.827324381679166681e-10,0,5.827324381679166681e-10
10.43559980538737264,5.827324381679166681e-10,0,5.827324381679166681e-10
10.88932153605638931,5.827324381679166681e-10,0,5.827324381679166681e-10
11.34304326672540597,5.827324381679166681e-10,0,5.827324381679166681e-10
11.79676499739442264,5.827324381679166681e-10,0,5.827324381679166681e-10
12.25048672806343752,5.827324381679166681e-10,0,5.827324381679166681e-10
12.70420845873245419,5.827324381679166681e-10,0,5.827324381679166681e-10
13.15793018940147086,5.827324381679166681e-10,0,5.827324381679166681e-10
13.61165192007048574,5.827324381679166681e-10,0,5.827324381679166681e-10
14.06537365073950241,5.827324381679166681e-10,0,5.827324381679166681e-10
14.51909538140851907,5.827324381679166681e-10,0,5.827324381679166681e-10
14.97281711207753574,5.827324381679166681e-10,0,5.827324381679166681e-10
15.4265388427465524,5.827324381679166681e-10,0,5.827324381679166681e-10
15.88026057341556729,5.827324381679166681e-10,0,5.827324381679166681e-10
16.33398230408458573,5.827324381679166681e-10,0,5.827324381679166681e-10
16.78770403475359885,5.827324381679166681e-10,0,5.827324381679166681e-10
17.24142576542261551,5.827324381679166681e-10,0,5.827324381679166681e-10
17.69514749609163218,5.827324381679166681e-10,0,5.827324381679166681e-10
18.14886922676064884,5.827324381679166681e-10,0,5.827324381679166681e-10
18.60259095742966551,5.827324381679166681e-10,0,5.827324381679166681e-10
19.05631268809868217,5.827324381679166681e-10,0,5.827324381679166681e-10
19.51003441876769884,5.827324381679166681e-10,0,5.827324381679166681e-10
19.96375614943671195,5.827324381679166681e-10,0,5.827324381679166681e-10
20.41747788010572862,5.827324381679166681e-10,0,5.827324381679166681e-10
20.87119961077474528,5.827324381679166681e-10,0,5.827324381679166681e-10
21.32492134144376195,5.827324381679166681e-10,0,5.827324381679166681e-10
21.77864307211277861,5.827324381679166681e-10,0,5.827324381679166681e-10
22.23236480278179528,5.827324381679166681e-10,0,5.827324381679166681e-10
22.68608653345081194,5.827324381679166681e-10,0,5.827324381679166681e-10
23.13980826411982861,5.827324381679166681e-10,0,5.827324381679166681e-10
23.59352999478884527,5.827324381679166681e-10,0,5.827324381679166681e-10
24.04725172545785838,5.827324381679166681e-10,0,5.827324381679166681e-10
24.50097345612687505,5.827324381679166681e-10,0,5.827324381679166681e-10
24.95469518679589171,5.827324381679166681e-10,0,5.827324381679166681e-10
25.40841691746490838,5.827324381679166681e-10,0,5.827324381679166681e-10
25.86213864813392505,5.827324381679166681e-10,0,5.827324381679166681e-10
26.31586037880294171,5.827324381679166681e-10,0,5.827324381679166681e-10
