The cumulative induced charge.
Time [ns],Total Prompt [fC],Total Delayed [fC], Total Charge [fC]
0,-1.154421256383794205e-05,0,-1.154421256383794205e-05
1.047050147697729416,-3.745696980628749717e-05,0,-3.745696980628749717e-05
2.094100295395458833,-7.525393262789264429e-05,0,-7.525393262789264429e-05
3.141150443093188471,-0.0001551326961082969184,0,-0.0001551326961082969184
4.188200590790917666,-0.0002863877066719896234,0,-0.0002863877066719896234
5.23525073848864686,-0.0004800052523360350248,0,-0.0004800052523360350248
6.282300886186376943,-0.0007568762916837606632,0,-0.0007568762916837606632
7.329351033884106137,-0.00110673505592896195,0,-0.00110673505592896195
8.376401181581835331,-0.001608245766468622846,0,-0.001608245766468622846
9.423451329279565414,-0.002390502895317077933,0,-0.002390502895317077933
10.47050147697729372,-0.003523892569205311614,0,-0.003523892569205311614
11.5175516246750238,-0.005269302356425057884,0,-0.005269302356425057884
12.56460177237275389,-0.007983815101028928288,0,-0.007983815101028928288
13.61165192007048219,-0.01210295004649701925,0,-0.01210295004649701925
14.65870206776821227,-0.018369875382140851,0,-0.018369875382140851
15.70575221546594058,-0.02827929419480544257,0,-0.02827929419480544257
16.75280236316367066,-0.04372974675468747213,0,-0.04372974675468747213
17.79985251086139897,-0.06762438382030788731,0,-0.06762438382030788731
18.84690265855913083,-0.09954481547332574842,0,-0.09954481547332574842
19.89395280625685913,-0.1086112577211611335,0,-0.1086112577211611335
20.94100295395458744,-0.1088986256156042887,0,-0.1088986256156042887
21.9880531016523193,-0.1091096203635498613,0,-0.1091096203635498613
23.03510324935004761,-0.1093206151114954339,0,-0.1093206151114954339
24.08215339704777591,-0.1095316098594410065,0,-0.1095316098594410065
25.12920354474550777,-0.1097426046073865791,0,-0.1097426046073865791
26.17625369244323608,-0.1099535993553321517,0,-0.1099535993553321517
27.22330384014096438,-0.1101645941032777243,0,-0.1101645941032777243
28.27035398783869269,-0.1103755888512232969,0,-0.1103755888512232969
29.31740413553642455,-0.1105865835991688556,0,-0.1105865835991688556
30.36445428323415285,-0.1107975783471144282,0,-0.1107975783471144282
31.41150443093188116,-0.1110085730950600008,0,-0.1110085730950600008
32.45855457862960947,-0.1112195678430055734,0,-0.1112195678430055734
33.50560472632734133,-0.111430562590951146,0,-0.111430562590951146
34.55265487402507318,-0.1116415576557444611,0,-0.1116415576557444611
35.59970502172279794,-0.1118525523957391854,0,-0.1118525523957391854
36.6467551694205298,-0.1120635450757191953,0,-0.1120635450757191953
37.69380531711826166,-0.1122745370142758381,0,-0.1122745370142758381
38.74085546481598641,-0.1124855284912694292,0,-0.1124855284912694292
39.78790561251371827,-0.1126965239886670439,0,-0.1126965239886670439
40.83495576021145013,-0.1129075229095536509,0,-0.1129075229095536509
41.88200590790917488,-0.1131185266070654227,0,-0.1131185266070654227
42.92905605560690674,-0.1133295320144251939,0,-0.1133295320144251939
43.9761062033046386,-0.113540534950521535,0,-0.113540534950521535
45.02315635100236335,-0.1137515248728326739,0,-0.1137515248728326739
46.07020649870009521,-0.1139625132821407844,0,-0.1139625132821407844
47.11725664639782707,-0.1141735000234230246,0,-0.1141735000234230246
48.16430679409555182,-0.114384478124181288,0,-0.114384478124181288
49.21135694179328368,-0.1145954730398385385,0,-0.1145954730398385385
50.25840708949101554,-0.114806464058118049,0,-0.114806464058118049
51.30545723718874029,-0.1150174745827795691,0,-0.1150174745827795691
52.35250738488647215,-0.1152284897067848285,0,-0.1152284897067848285
53.39955753258419691,-0.1154395051146205331,0,-0.1154395051146205331
54.44660768028192876,-0.1156505138156073142,0,-0.1156505138156073142
55.49365782797966062,-0.1158615251988648481,0,-0.1158615251988648481
56.54070797567738538,-0.1160725371940924677,0,-0.1160725371940924677
57.58775812337511724,-0.1162835491893200873,0,-0.1162835491893200873
58.6348082710728491,-0.1164945611845477069,0,-0.1164945611845477069
59.68185841877057385,-0.1167055731797753265,0,-0.1167055731797753265
60.72890856646830571,-0.1169165851750029461,0,-0.1169165851750029461
61.77595871416603757,-0.1171275971702305657,0,-0.1171275971702305657
62.82300886186376232,-0.1173386091654581853,0,-0.1173386091654581853
63.87005900956149418,-0.1175496211606858049,0,-0.1175496211606858049
64.91710915725921893,-0.1177606331559134245,0,-0.1177606331559134245
65.96415930495695079,-0.1179716451511410441,0,-0.1179716451511410441
67.01120945265468265,-0.1181826571463686637,0,-0.1181826571463686637
68.05825960035241451,-0.1183936691415962833,0,-0.1183936691415962833
69.10530974805014637,-0.1186046811323785699,0,-0.1186046811323785699
70.15235989574786402,-0.1188156930802334588,0,-0.1188156930802334588
71.19941004344559587,-0.1190267076753707409,0,-0.1190267076753707409
72.24646019114332773,-0.119237722520256148,0,-0.119237722520256148
73.29351033884105959,-0.1194487366242168586,0,-0.1194487366242168586
74.34056048653879145,-0.1196597488049139651,0,-0.1196597488049139651
75.38761063423652331,-0.1198707583532113846,0,-0.1198707583532113846
76.43466078193424096,-0.1200817654623184683,0,-0.1200817654623184683
77.48171092963197282,-0.1202927703279148969,0,-0.1202927703279148969
78.52876107732970468,-0.1205037727656314145,0,-0.1205037727656314145
79.57581122502743654,-0.120714789750635515,0,-0.120714789750635515
80.62286137272516839,-0.1209258092877566054,0,-0.1209258092877566054
81.66991152042290025,-0.1211368359045791321,0,-0.1211368359045791321
82.7169616681206179,-0.1213478739431525094,0,-0.1213478739431525094
83.76401181581834976,-0.1215588910686102864,0,-0.1215588910686102864
