The cumulative induced charge.
Time [ns],Total Prompt [fC],Total Delayed [fC], Total Charge [fC],Electron Prompt [fC],Electron Delayed [fC],Electron Charge [fC],Ion Prompt [fC],Ion Delayed [fC],Ion Charge [fC]
0,-0.0001123576479445441374,0,-0.0001123576479445441374,-0.0001123121720568950898,0,-0.0001123121720568950898,-4.547588764905227382e-08,0,-4.547588764905227382e-08
1.047050147697729416,-0.0002922498234725979041,0,-0.0002922498234725979041,-0.0002918965202050684054,0,-0.0002918965202050684054,-3.533032675295272127e-07,0,-3.533032675295272127e-07
2.094100295395458833,-0.000550523553893811704,0,-0.000550523553893811704,-0.000549458263946201223,0,-0.000549458263946201223,-1.065289947610344465e-06,0,-1.065289947610344465e-06
3.141150443093188471,-0.0009396582806253662686,0,-0.0009396582806253662686,-0.0009372371482742479672,0,-0.0009372371482742479672,-2.42113235111773179e-06,0,-2.42113235111773179e-06
4.188200590790917666,-0.001545259295800623794,0,-0.001545259295800623794,-0.001540531317580504794,0,-0.001540531317580504794,-4.727978220116812266e-06,0,-4.727978220116812266e-06
5.23525073848864686,-0.00239433466287630823,0,-0.00239433466287630823,-0.00238599553510559061,0,-0.00238599553510559061,-8.339127770719009065e-06,0,-8.339127770719009065e-06
6.282300886186376943,-0.003506381603243000945,0,-0.003506381603243000945,-0.00349269367807324236,0,-0.00349269367807324236,-1.36879251697613403e-05,0,-1.36879251697613403e-05
7.329351033884106137,-0.00505920963447941633,0,-0.00505920963447941633,-0.005037754932450760892,0,-0.005037754932450760892,-2.145470202866885524e-05,0,-2.145470202866885524e-05
8.376401181581835331,-0.007314054824130625243,0,-0.007314054824130625243,-0.007281157427484128732,0,-0.007281157427484128732,-3.289739664650251523e-05,0,-3.289739664650251523e-05
9.423451329279565414,-0.01070455939221473009,0,-0.01070455939221473009,-0.01065473352447533252,0,-0.01065473352447533252,-4.982586773939381281e-05,0,-4.982586773939381281e-05
10.47050147697729372,-0.01593551821119386022,0,-0.01593551821119386022,-0.01586034157643734926,0,-0.01586034157643734926,-7.517663475655086936e-05,0,-7.517663475655086936e-05
11.5175516246750238,-0.02416784108758312719,0,-0.02416784108758312719,-0.02405408435066360567,0,-0.02405408435066360567,-0.0001137567369195931639,0,-0.0001137567369195931639
12.56460177237275389,-0.03657945851453930919,0,-0.03657945851453930919,-0.03640736585968821354,0,-0.03640736585968821354,-0.0001720926548511730078,0,-0.0001720926548511730078
13.61165192007048219,-0.05551450574430481788,0,-0.05551450574430481788,-0.05525389133315500301,0,-0.05525389133315500301,-0.0002606144111493579902,0,-0.0002606144111493579902
14.65870206776821227,-0.08506982374712096506,0,-0.08506982374712096506,-0.08467332554614319384,0,-0.08467332554614319384,-0.0003964982009774008567,0,-0.0003964982009774008567
15.70575221546594058,-0.1250114019395876241,0,-0.1250114019395876241,-0.1244112006829955208,0,-0.1244112006829955208,-0.0006002012565911222326,0,-0.0006002012565911222326
16.75280236316367066,-0.1532763588238148511,0,-0.1532763588238148511,-0.15240348149841762,0,-0.15240348149841762,-0.0008728773253971701309,0,-0.0008728773253971701309
17.79985251086139897,-0.1699891975222586615,0,-0.1699891975222586615,-0.1688015225970097011,0,-0.1688015225970097011,-0.001187674925248990813,0,-0.001187674925248990813
18.84690265855913083,-0.1713695987249430064,0,-0.1713695987249430064,-0.1698527770307923235,0,-0.1698527770307923235,-0.001516821694150746443,0,-0.001516821694150746443
19.89395280625685913,-0.1716993787109258041,0,-0.1716993787109258041,-0.1698531620225862404,0,-0.1698531620225862404,-0.001846216688339600513,0,-0.001846216688339600513
20.94100295395458744,-0.1720287737051146848,0,-0.1720287737051146848,-0.1698531620225862404,0,-0.1698531620225862404,-0.002175611682528454799,0,-0.002175611682528454799
21.9880531016523193,-0.1723581686993035378,0,-0.1723581686993035378,-0.1698531620225862404,0,-0.1698531620225862404,-0.002505006676717308652,0,-0.002505006676717308652
23.03510324935004761,-0.1726875636934924185,0,-0.1726875636934924185,-0.1698531620225862404,0,-0.1698531620225862404,-0.002834401670906162938,0,-0.002834401670906162938
24.08215339704777591,-0.1730169586876812993,0,-0.1730169586876812993,-0.1698531620225862404,0,-0.1698531620225862404,-0.003163796665095016791,0,-0.003163796665095016791
25.12920354474550777,-0.1733463536818701523,0,-0.1733463536818701523,-0.1698531620225862404,0,-0.1698531620225862404,-0.003493191659283871077,0,-0.003493191659283871077
26.17625369244323608,-0.173675748676059033,0,-0.173675748676059033,-0.1698531620225862404,0,-0.1698531620225862404,-0.00382258665347272493,0,-0.00382258665347272493
27.22330384014096438,-0.1740051436702479137,0,-0.1740051436702479137,-0.1698531620225862404,0,-0.1698531620225862404,-0.004151981647661578782,0,-0.004151981647661578782
28.27035398783869269,-0.1743345386644367667,0,-0.1743345386644367667,-0.1698531620225862404,0,-0.1698531620225862404,-0.004481376641850432635,0,-0.004481376641850432635
29.31740413553642455,-0.1746639336586256475,0,-0.1746639336586256475,-0.1698531620225862404,0,-0.1698531620225862404,-0.004810771636039287355,0,-0.004810771636039287355
30.36445428323415285,-0.1749933286528145282,0,-0.1749933286528145282,-0.1698531620225862404,0,-0.1698531620225862404,-0.005140166630228142075,0,-0.005140166630228142075
