The cumulative induced charge.
Time [ns],Total Prompt [fC],Total Delayed [fC], Total Charge [fC]
0,-2.33002660199955263e-06,0,-2.33002660199955263e-06
0.4537217306690162211,-4.605567972473224465e-06,0,-4.605567972473224465e-06
0.9074434613380324421,-8.58655444704735985e-06,0,-8.58655444704735985e-06
1.361165192007048663,-1.32870942976465938e-05,0,-1.32870942976465938e-05
1.814886922676064884,-1.695132000728158601e-05,0,-1.695132000728158601e-05
2.268608653345081105,-1.929909271163235323e-05,0,-1.929909271163235323e-05
2.722330384014097326,-2.149650114397504117e-05,0,-2.149650114397504117e-05
3.176052114683113547,-2.323045374309694821e-05,0,-2.323045374309694821e-05
3.629773845352129769,-2.53765228912654925e-05,0,-2.53765228912654925e-05
4.083495576021146434,-2.798545496329446949e-05,0,-2.798545496329446949e-05
4.537217306690162211,-3.035597195561567902e-05,0,-3.035597195561567902e-05
4.990939037359177988,-3.706607103247595614e-05,0,-3.706607103247595614e-05
5.444660768028194653,-4.41286987360536243e-05,0,-4.41286987360536243e-05
5.898382498697211318,-5.048800719466294446e-05,0,-5.048800719466294446e-05
6.352104229366227095,-5.80993471693771091e-05,0,-5.80993471693771091e-05
6.805825960035242872,-6.8008634528486249e-05,0,-6.8008634528486249e-05
7.259547690704259537,-8.180970689482630035e-05,0,-8.180970689482630035e-05
7.713269421373276202,-9.516541518593959819e-05,0,-9.516541518593959819e-05
8.166991152042292867,-0.0001064941168185299747,0,-0.0001064941168185299747
8.620712882711307756,-0.000119842413217077914,0,-0.000119842413217077914
9.074434613380324421,-0.0001330573760843784664,0,-0.0001330573760843784664
9.528156344049341087,-0.0001482261113551870343,0,-0.0001482261113551870343
9.981878074718355975,-0.0001669138498528584215,0,-0.0001669138498528584215
10.43559980538737264,-0.0001911388839420749845,0,-0.0001911388839420749845
10.88932153605638931,-0.0002159724152694450906,0,-0.0002159724152694450906
11.34304326672540597,-0.0002423126559479090879,0,-0.0002423126559479090879
11.79676499739442264,-0.0002809127801967825286,0,-0.0002809127801967825286
12.25048672806343752,-0.0003186785966037784519,0,-0.0003186785966037784519
12.70420845873245419,-0.0003653690553567465757,0,-0.0003653690553567465757
13.15793018940147086,-0.0004270194117225418551,0,-0.0004270194117225418551
13.61165192007048574,-0.0005107725628716796532,0,-0.0005107725628716796532
14.06537365073950241,-0.000623899447790300524,0,-0.000623899447790300524
14.51909538140851907,-0.0007604890546147106923,0,-0.0007604890546147106923
14.97281711207753574,-0.000929803740982710074,0,-0.000929803740982710074
15.4265388427465524,-0.00113339172903943004,0,-0.00113339172903943004
15.88026057341556729,-0.00138036549497223761,0,-0.00138036549497223761
16.33398230408458573,-0.001685260613756509864,0,-0.001685260613756509864
16.78770403475359885,-0.002046000828204458215,0,-0.002046000828204458215
17.24142576542261551,-0.002483867014040084479,0,-0.002483867014040084479
17.69514749609163218,-0.003024777405472065406,0,-0.003024777405472065406
18.14886922676064884,-0.003664205022630177919,0,-0.003664205022630177919
18.60259095742966551,-0.004406883591352616508,0,-0.004406883591352616508
19.05631268809868217,-0.005263382890451945295,0,-0.005263382890451945295
19.51003441876769884,-0.00626488774273398219,0,-0.00626488774273398219
19.96375614943671195,-0.007108170846725534765,0,-0.007108170846725534765
20.41747788010572862,-0.007579182344154530675,0,-0.007579182344154530675
20.87119961077474528,-0.007646215336629104409,0,-0.007646215336629104409
21.32492134144376195,-0.007649597793525525838,0,-0.007649597793525525838
21.77864307211277861,-0.007649597793525525838,0,-0.007649597793525525838
22.23236480278179528,-0.007649597793525525838,0,-0.007649597793525525838
22.68608653345081194,-0.007649597793525525838,0,-0.007649597793525525838
23.13980826411982861,-0.007649597793525525838,0,-0.007649597793525525838
23.59352999478884527,-0.007649597793525525838,0,-0.007649597793525525838
24.04725172545785838,-0.007649597793525525838,0,-0.007649597793525525838
24.50097345612687505,-0.007649597793525525838,0,-0.007649597793525525838
24.95469518679589171,-0.007649597793525525838,0,-0.007649597793525525838
25.40841691746490838,-0.007649597793525525838,0,-0.007649597793525525838
25.86213864813392505,-0.007649597793525525838,0,-0.007649597793525525838
26.31586037880294171,-0.007649597793525525838,0,-0.007649597793525525838
26.76958210947195838,-0.007649597793525525838,0,-0.007649597793525525838
27.22330384014097149,-0.007649597793525525838,0,-0.007649597793525525838
27.67702557080998815,-0.007649597793525525838,0,-0.007649597793525525838
28.13074730147900482,-0.007649597793525525838,0,-0.007649597793525525838
28.58446903214802148,-0.007649597793525525838,0,-0.007649597793525525838
29.03819076281703815,-0.007649597793525525838,0,-0.007649597793525525838
29.49191249348605481,-0.007649597793525525838,0,-0.007649597793525525838
29.94563422415507148,-0.007649597793525525838,0,-0.007649597793525525838
30.39935595482408814,-0.007649597793525525838,0,-0.007649597793525525838
30.85307768549310481,-0.007649597793525525838,0,-0.007649597793525525838
31.30679941616211792,-0.007649597793525525838,0,-0.007649597793525525838
31.76052114683113459,-0.007649597793525525838,0,-0.007649597793525525838
32.2142428775001548,-0.007649597793525525838,0,-0.007649597793525525838
32.66796460816917147,-0.007649597793525525838,0,-0.007649597793525525838
33.12168633883818103,-0.007649597793525525838,0,-0.007649597793525525838
33.57540806950719769,-0.007649597793525525838,0,-0.007649597793525525838
34.02912980017621436,-0.007649597793525525838,0,-0.007649597793525525838
34.48285153084523103,-0.007649597793525525838,0,-0.007649597793525525838
34.93657326151424769,-0.007649597793525525838,0,-0.007649597793525525838
35.39029499218326436,-0.007649597793525525838,0,-0.007649597793525525838
35.84401672285228102,-0.007649597793525525838,0,-0.007649597793525525838
36.29773845352129769,-0.007649597793525525838,0,-0.007649597793525525838
36.75146018419031435,-0.007649597793525525838,0,-0.007649597793525525838
37.20518191485933102,-0.007649597793525525838,0,-0.007649597793525525838
37.65890364552834768,-0.007649597793525525838,0,-0.007649597793525525838
38.11262537619736435,-0.007649597793525525838,0,-0.007649597793525525838
38.56634710686638101,-0.007649597793525525838,0,-0.007649597793525525838
39.02006883753539768,-0.007649597793525525838,0,-0.007649597793525525838
39.47379056820441434,-0.007649597793525525838,0,-0.007649597793525525838
39.9275122988734239,-0.007649597793525525838,0,-0.007649597793525525838
40.38123402954244057,-0.007649597793525525838,0,-0.007649597793525525838
40.83495576021145723,-0.007649597793525525838,0,-0.007649597793525525838
41.2886774908804739,-0.007649597793525525838,0,-0.007649597793525525838
41.74239922154949056,-0.007649597793525525838,0,-0.007649597793525525838
42.19612095221850723,-0.007649597793525525838,0,-0.007649597793525525838
42.64984268288752389,-0.007649597793525525838,0,-0.007649597793525525838
43.10356441355654056,-0.007649597793525525838,0,-0.007649597793525525838
43.55728614422555722,-0.007649597793525525838,0,-0.007649597793525525838
44.01100787489457389,-0.007649597793525525838,0,-0.007649597793525525838
44.46472960556359055,-0.007649597793525525838,0,-0.007649597793525525838
44.91845133623260722,-0.007649597793525525838,0,-0.007649597793525525838
45.37217306690162388,-0.007649597793525525838,0,-0.007649597793525525838
45.82589479757064055,-0.007649597793525525838,0,-0.007649597793525525838
46.27961652823965721,-0.007649597793525525838,0,-0.007649597793525525838
46.73333825890867388,-0.007649597793525525838,0,-0.007649597793525525838
47.18705998957769054,-0.007649597793525525838,0,-0.007649597793525525838
47.6407817202467001,-0.007649597793525525838,0,-0.007649597793525525838
48.09450345091571677,-0.007649597793525525838,0,-0.007649597793525525838
48.54822518158473343,-0.007649597793525525838,0,-0.007649597793525525838
49.0019469122537501,-0.007649597793525525838,0,-0.007649597793525525838
49.45566864292276676,-0.007649597793525525838,0,-0.007649597793525525838
49.90939037359178343,-0.007649597793525525838,0,-0.007649597793525525838
50.36311210426080009,-0.007649597793525525838,0,-0.007649597793525525838
50.81683383492981676,-0.007649597793525525838,0,-0.007649597793525525838
51.27055556559883343,-0.007649597793525525838,0,-0.007649597793525525838
51.72427729626785009,-0.007649597793525525838,0,-0.007649597793525525838
52.17799902693686676,-0.007649597793525525838,0,-0.007649597793525525838
52.63172075760588342,-0.007649597793525525838,0,-0.007649597793525525838
53.08544248827490009,-0.007649597793525525838,0,-0.007649597793525525838
53.53916421894391675,-0.007649597793525525838,0,-0.007649597793525525838
